,DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
23814,2012-10-07,2012-10-13,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.722,0.108,2.559,2.99,0.359,0.04,2.363,0.04,2.2957,2.5132,0.017
23841,2012-10-14,2012-10-20,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.724,0.107,2.59,2.99,0.361,0.039,2.363,0.041,2.3175,2.5132,0.017
23868,2012-10-21,2012-10-27,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.728,0.106,2.49,2.99,0.365,0.039,2.363,0.031,2.2949,2.4832,0.013
23895,2012-10-28,2012-11-03,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.772,0.09,2.59,2.99,0.408,0.032,2.364,0.033,2.2949,2.4832,0.014
23922,2012-11-04,2012-11-10,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.7880000000000003,0.089,2.49,2.99,0.42,0.032,2.368,0.039,2.294,2.4946,0.016
23949,2012-11-11,2012-11-17,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.779,0.085,2.62,2.99,0.408,0.031,2.371,0.041,2.2912,2.4946,0.017
23976,2012-11-18,2012-11-24,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.7910000000000004,0.0819999999999999,2.49,2.99,0.419,0.0289999999999999,2.372,0.038,2.3022,2.6,0.016
24003,2012-11-25,2012-12-01,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.781,0.087,2.49,2.99,0.409,0.031,2.372,0.039,2.3021,2.6,0.016
24030,2012-12-02,2012-12-08,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.7310000000000003,0.107,2.58,2.99,0.361,0.039,2.37,0.042,2.307,2.5127,0.018
24057,2012-12-09,2012-12-15,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.724,0.1119999999999999,2.58,2.99,0.348,0.0409999999999999,2.376,0.038,2.3046,2.5127,0.016
24084,2012-12-16,2012-12-22,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.7310000000000003,0.114,2.58,3.003,0.353,0.042,2.378,0.032,2.27,2.48,0.013
24111,2012-12-23,2012-12-29,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.7230000000000003,0.1169999999999999,2.58,3.0010000000000003,0.342,0.043,2.381,0.034,2.27,2.48,0.014
55692,2012-12-30,2013-01-05,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.722,0.119,2.599,3.003,0.344,0.044,2.378,0.035,2.3231,2.5237,0.015
55842,2013-01-06,2013-01-12,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.725,0.121,2.55,3.003,0.343,0.044,2.382,0.033,2.2831,2.5237,0.014
55993,2013-01-13,2013-01-19,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.732,0.1159999999999999,2.55,3.003,0.351,0.042,2.381,0.031,2.3192,2.4802,0.013
56145,2013-01-20,2013-01-26,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.718,0.122,2.579,3.03,0.329,0.045,2.389,0.031,2.32,2.4802,0.013
56298,2013-01-27,2013-02-02,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.712,0.126,2.579,3.03,0.326,0.046,2.386,0.032,2.3299,2.5634,0.013
56451,2013-02-03,2013-02-09,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.8680000000000003,0.1159999999999999,2.61,3.15,0.42,0.04,2.448,0.044,2.2781,2.5652,0.018
56603,2013-02-10,2013-02-16,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.903,0.09,2.69,3.15,0.442,0.031,2.461,0.033,2.3182,2.568,0.013
56755,2013-02-17,2013-02-23,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.88,0.102,2.69,3.15,0.417,0.035,2.463,0.032,2.3734,2.568,0.013
56908,2013-02-24,2013-03-02,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.88,0.102,2.69,3.15,0.416,0.035,2.464,0.036,2.3991,2.586,0.015
57061,2013-03-03,2013-03-09,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.883,0.1,2.69,3.15,0.409,0.035,2.474,0.035,2.3663,2.586,0.014
57213,2013-03-10,2013-03-16,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.892,0.104,2.699,3.16,0.399,0.036,2.493,0.031,2.3991,2.6089,0.012
57365,2013-03-17,2013-03-23,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.879,0.108,2.65,3.15,0.39,0.038,2.489,0.032,2.3991,2.6089,0.013
57516,2013-03-24,2013-03-30,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.865,0.114,2.65,3.16,0.377,0.04,2.488,0.03,2.386,2.587,0.012
57668,2013-03-31,2013-04-06,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.8480000000000003,0.124,2.679,3.16,0.363,0.044,2.485,0.033,2.3673,2.587,0.013
57821,2013-04-07,2013-04-13,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.855,0.126,2.599,3.16,0.365,0.044,2.49,0.035,2.3967,2.6314,0.014
57973,2013-04-14,2013-04-20,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.844,0.131,2.599,3.16,0.356,0.046,2.488,0.035,2.3967,2.6314,0.014
58125,2013-04-21,2013-04-27,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.82,0.141,2.599,3.16,0.336,0.05,2.484,0.034,2.39,2.5957,0.014
58277,2013-04-28,2013-05-04,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.81,0.15,2.599,3.16,0.326,0.053,2.484,0.034,2.39,2.5957,0.014
58428,2013-05-05,2013-05-11,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.809,0.151,2.629,3.16,0.316,0.054,2.493,0.039,2.4,2.6329,0.016
58580,2013-05-12,2013-05-18,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.809,0.154,2.579,3.16,0.319,0.055,2.49,0.047,2.245,2.6329,0.019
58732,2013-05-19,2013-05-25,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.766,0.179,2.51,3.16,0.293,0.065,2.473,0.047,2.39,2.6097,0.019
58884,2013-05-26,2013-06-01,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.756,0.187,2.51,3.16,0.292,0.068,2.464,0.054,2.3618,2.6097,0.022
59037,2013-06-02,2013-06-08,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.88,0.12,2.579,3.16,0.397,0.042,2.483,0.059,2.3647,2.6831,0.024
59189,2013-06-09,2013-06-15,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.891,0.1119999999999999,2.68,3.16,0.382,0.039,2.509,0.047,2.39,2.6831,0.019
59341,2013-06-16,2013-06-22,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.892,0.106,2.659,3.15,0.386,0.037,2.506,0.027,2.415,2.5881,0.011
59494,2013-06-23,2013-06-29,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.8760000000000003,0.113,2.659,3.15,0.378,0.039,2.498,0.031,2.3764,2.5881,0.012
59646,2013-06-30,2013-07-06,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.887,0.1119999999999999,2.67,3.15,0.38,0.039,2.507,0.034,2.4331,2.6248,0.014
59799,2013-07-07,2013-07-13,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.8710000000000004,0.1169999999999999,2.67,3.15,0.362,0.0409999999999999,2.509,0.034,2.4331,2.6248,0.014
59951,2013-07-14,2013-07-20,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.855,0.125,2.69,3.15,0.347,0.044,2.508,0.033,2.4087,2.6148,0.013
60104,2013-07-21,2013-07-27,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.843,0.13,2.689,3.15,0.341,0.046,2.502,0.034,2.4087,2.6148,0.014
60257,2013-07-28,2013-08-03,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.852,0.128,2.59,3.15,0.351,0.045,2.501,0.033,2.4374,2.6369,0.013
60409,2013-08-04,2013-08-10,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.839,0.133,2.659,3.15,0.336,0.047,2.503,0.033,2.4377,2.6369,0.013
60562,2013-08-11,2013-08-17,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.827,0.1369999999999999,2.69,3.15,0.329,0.048,2.498,0.032,2.4114,2.581,0.013
60715,2013-08-18,2013-08-24,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.838,0.132,2.699,3.15,0.339,0.047,2.499,0.029,2.437,2.581,0.012
60867,2013-08-25,2013-08-31,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.84,0.13,2.699,3.15,0.343,0.046,2.497,0.036,2.4152,2.647,0.014
61020,2013-09-01,2013-09-07,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.824,0.14,2.669,3.15,0.328,0.05,2.496,0.036,2.4395,2.647,0.014
61172,2013-09-08,2013-09-14,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.8080000000000003,0.151,2.59,3.15,0.315,0.054,2.493,0.046,2.37,2.6338,0.018
61325,2013-09-15,2013-09-21,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.817,0.149,2.669,3.25,0.328,0.053,2.489,0.047,2.37,2.6338,0.019
61478,2013-09-22,2013-09-28,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.817,0.147,2.67,3.15,0.324,0.052,2.493,0.046,2.375,2.6474,0.018
61630,2013-09-29,2013-10-05,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.822,0.146,2.669,3.25,0.32,0.052,2.502,0.047,2.375,2.6474,0.019
61783,2013-10-06,2013-10-12,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.787,0.1639999999999999,2.65,3.16,0.277,0.059,2.51,0.044,2.3914,2.6419,0.018
61934,2013-10-13,2013-10-19,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.809,0.153,2.65,3.16,0.293,0.054,2.516,0.041,2.3914,2.6419,0.016
62087,2013-10-20,2013-10-26,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.826,0.141,2.65,3.16,0.307,0.05,2.519,0.04,2.4059,2.648,0.016
62240,2013-10-27,2013-11-02,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.821,0.144,2.49,3.16,0.307,0.051,2.514,0.043,2.4059,2.648,0.017
62392,2013-11-03,2013-11-09,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.803,0.152,2.669,3.15,0.296,0.054,2.507,0.04,2.3894,2.621,0.016
62545,2013-11-10,2013-11-16,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.809,0.15,2.679,3.15,0.291,0.053,2.518,0.036,2.3894,2.621,0.014
62698,2013-11-17,2013-11-23,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.821,0.145,2.669,3.16,0.313,0.051,2.508,0.055,2.3726,2.8067,0.022
62850,2013-11-24,2013-11-30,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.861,0.122,2.67,3.16,0.344,0.043,2.517,0.058,2.317,2.8067,0.023
63003,2013-12-01,2013-12-07,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.919,0.127,2.75,3.45,0.39,0.044,2.529,0.04,2.3994,2.633,0.016
63155,2013-12-08,2013-12-14,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.9530000000000003,0.114,2.75,3.25,0.419,0.039,2.534,0.033,2.3994,2.633,0.013
63308,2013-12-15,2013-12-21,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.929,0.099,2.699,3.19,0.394,0.034,2.535,0.041,2.299,2.6649,0.016
63461,2013-12-22,2013-12-28,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.9210000000000003,0.1009999999999999,2.699,3.16,0.382,0.035,2.539,0.034,2.435,2.6749,0.013
63613,2013-12-29,2014-01-04,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.923,0.099,2.79,3.16,0.379,0.034,2.544,0.032,2.4305,2.6495,0.013
63766,2014-01-05,2014-01-11,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.93,0.102,2.79,3.2,0.37,0.035,2.56,0.029,2.4817,2.6495,0.011
63918,2014-01-12,2014-01-18,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.9330000000000003,0.119,2.75,3.2,0.356,0.0409999999999999,2.577,0.036,2.5069,2.6941,0.014
64071,2014-01-19,2014-01-25,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.932,0.118,2.79,3.2,0.354,0.04,2.578,0.038,2.5069,2.6941,0.015
64224,2014-01-26,2014-02-01,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.934,0.119,2.82,3.2,0.36,0.0409999999999999,2.574,0.035,2.512,2.7262,0.014
64377,2014-02-02,2014-02-08,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.9360000000000004,0.1159999999999999,2.72,3.2,0.357,0.04,2.579,0.035,2.512,2.7262,0.014
64530,2014-02-09,2014-02-15,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.934,0.118,2.8,3.2,0.348,0.04,2.586,0.034,2.531,2.731,0.013
64682,2014-02-16,2014-02-22,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.922,0.122,2.72,3.2,0.343,0.042,2.579,0.036,2.531,2.731,0.014
64835,2014-02-23,2014-03-01,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.925,0.124,2.819,3.25,0.349,0.042,2.576,0.039,2.502,2.745,0.015
64988,2014-03-02,2014-03-08,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.931,0.12,2.81,3.25,0.351,0.0409999999999999,2.58,0.04,2.502,2.745,0.016
65140,2014-03-09,2014-03-15,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.926,0.124,2.8,3.199,0.339,0.042,2.587,0.034,2.541,2.7,0.013
65293,2014-03-16,2014-03-22,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.918,0.13,2.809,3.2,0.332,0.045,2.586,0.034,2.533,2.7,0.013
65446,2014-03-23,2014-03-29,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.92,0.127,2.799,3.199,0.326,0.043,2.594,0.028,2.5411,2.71,0.011
65599,2014-03-30,2014-04-05,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.928,0.12,2.81,3.2,0.329,0.0409999999999999,2.599,0.033,2.5647,2.755,0.013
65752,2014-04-06,2014-04-12,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.915,0.131,2.78,3.25,0.317,0.045,2.598,0.035,2.5498,2.7187,0.013
65904,2014-04-13,2014-04-19,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.911,0.134,2.75,3.25,0.313,0.046,2.598,0.038,2.56,2.7187,0.015
66057,2014-04-20,2014-04-26,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.924,0.132,2.769,3.199,0.322,0.045,2.602,0.042,2.3067,2.7187,0.016
66210,2014-04-27,2014-05-03,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.925,0.13,2.759,3.199,0.314,0.044,2.611,0.026,2.5749,2.7187,0.01
66361,2014-05-04,2014-05-10,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.905,0.142,2.699,3.199,0.31,0.049,2.595,0.038,2.485,2.7184,0.015
66514,2014-05-11,2014-05-17,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.882,0.154,2.699,3.199,0.292,0.053,2.59,0.041,2.485,2.7184,0.016
66666,2014-05-18,2014-05-24,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.895,0.131,2.749,3.199,0.298,0.045,2.597,0.038,2.5338,2.743,0.015
66818,2014-05-25,2014-05-31,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.917,0.125,2.749,3.235,0.31,0.043,2.607,0.034,2.5651,2.743,0.013
66971,2014-06-01,2014-06-07,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.931,0.1159999999999999,2.75,3.199,0.325,0.04,2.606,0.034,2.5517,2.7459,0.013
67123,2014-06-08,2014-06-14,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.985,0.096,2.79,3.22,0.386,0.032,2.599,0.036,2.5411,2.7459,0.014
67276,2014-06-15,2014-06-21,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.988,0.1,2.79,3.22,0.392,0.033,2.596,0.037,2.4996,2.751,0.014
67428,2014-06-22,2014-06-28,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.003,0.093,2.82,3.22,0.4,0.031,2.603,0.037,2.5556,2.751,0.014
67581,2014-06-29,2014-07-05,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.005,0.091,2.79,3.22,0.403,0.03,2.602,0.033,2.5519,2.762,0.013
67734,2014-07-06,2014-07-12,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.007,0.091,2.79,3.22,0.406,0.03,2.601,0.037,2.5533,2.762,0.014
67886,2014-07-13,2014-07-19,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.004,0.09,2.79,3.221,0.404,0.03,2.6,0.036,2.5167,2.74,0.014
68039,2014-07-20,2014-07-26,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.011,0.087,2.85,3.23,0.404,0.0289999999999999,2.607,0.035,2.5167,2.74,0.013
68192,2014-07-27,2014-08-02,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.997,0.088,2.839,3.25,0.378,0.0289999999999999,2.619,0.03,2.5319,2.7305,0.011
68345,2014-08-03,2014-08-09,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.002,0.087,2.79,3.22,0.388,0.0289999999999999,2.614,0.033,2.5319,2.7305,0.013
68498,2014-08-10,2014-08-16,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.012,0.09,2.85,3.25,0.403,0.03,2.609,0.036,2.5595,2.7548,0.014
68650,2014-08-17,2014-08-23,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.011,0.09,2.85,3.25,0.405,0.03,2.606,0.035,2.515,2.7548,0.013
68803,2014-08-24,2014-08-30,NORDESTE,CEARA,GASOLINA COMUM,226,R$/l,3.009,0.09,2.85,3.25,0.401,0.03,2.608,0.036,2.5549,2.7593,0.014
68956,2014-08-31,2014-09-06,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.008,0.09,2.87,3.25,0.405,0.03,2.603,0.037,2.4876,2.7593,0.014
69107,2014-09-07,2014-09-13,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.012,0.086,2.87,3.28,0.405,0.0289999999999999,2.607,0.035,2.5618,2.76,0.013
69260,2014-09-14,2014-09-20,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.01,0.084,2.9,3.28,0.403,0.0279999999999999,2.607,0.033,2.5105,2.76,0.013
69412,2014-09-21,2014-09-27,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.012,0.084,2.95,3.289,0.405,0.0279999999999999,2.607,0.031,2.5578,2.74,0.012
69565,2014-09-28,2014-10-04,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.011,0.085,2.929,3.289,0.403,0.0279999999999999,2.608,0.03,2.5395,2.74,0.012
69717,2014-10-05,2014-10-11,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,3.014,0.0819999999999999,2.95,3.289,0.404,0.027,2.61,0.043,2.365,2.7309,0.016
69868,2014-10-12,2014-10-18,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,3.007,0.086,2.79,3.289,0.396,0.0289999999999999,2.611,0.033,2.5655,2.7309,0.013
70021,2014-10-19,2014-10-25,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.01,0.084,2.879,3.289,0.406,0.0279999999999999,2.604,0.033,2.5354,2.7305,0.013
70173,2014-10-26,2014-11-01,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.007,0.086,2.849,3.289,0.403,0.0289999999999999,2.604,0.032,2.5331,2.7305,0.012
70326,2014-11-02,2014-11-08,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.013,0.0819999999999999,2.859,3.23,0.4,0.027,2.613,0.036,2.5592,2.7651,0.014
70479,2014-11-09,2014-11-15,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.157,0.068,2.89,3.279,0.531,0.022,2.626,0.031,2.5683,2.7305,0.012
70630,2014-11-16,2014-11-22,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.169,0.054,2.89,3.269,0.524,0.017,2.645,0.047,2.5197,2.9715,0.018
70783,2014-11-23,2014-11-29,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.164,0.054,2.89,3.28,0.518,0.017,2.646,0.032,2.5197,2.7334,0.012
70936,2014-11-30,2014-12-06,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.176,0.052,2.89,3.27,0.546,0.016,2.63,0.033,2.522,2.715,0.013
71088,2014-12-07,2014-12-13,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.176,0.051,2.89,3.28,0.535,0.016,2.641,0.029,2.522,2.684,0.011
71241,2014-12-14,2014-12-20,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,3.173,0.051,2.89,3.269,0.526,0.016,2.647,0.027,2.588,2.74,0.01
71392,2014-12-21,2014-12-27,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,3.172,0.048,2.989,3.28,0.522,0.015,2.65,0.026,2.588,2.74,0.01
71545,2014-12-28,2015-01-03,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.175,0.049,2.989,3.27,0.526,0.015,2.649,0.028,2.553,2.7405,0.011
71698,2015-01-04,2015-01-10,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.175,0.049,2.989,3.27,0.518,0.015,2.657,0.025,2.553,2.7405,0.009
71850,2015-01-11,2015-01-17,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,3.176,0.049,2.999,3.27,0.513,0.015,2.663,0.051,2.458,2.73,0.019
72003,2015-01-18,2015-01-24,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.138,0.062,2.999,3.29,0.469,0.02,2.669,0.045,2.458,2.7756,0.017
72155,2015-01-25,2015-01-31,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,3.137,0.06,3.012,3.29,0.458,0.019,2.679,0.036,2.54,2.807,0.013
72308,2015-02-01,2015-02-07,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,3.2510000000000003,0.138,3.012,3.8,0.535,0.042,2.716,0.071,2.54,2.942,0.026
72461,2015-02-08,2015-02-14,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.375,0.065,3.099,3.55,0.548,0.019,2.827,0.103,2.285,3.0028,0.036
72613,2015-02-15,2015-02-21,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.372,0.07,3.07,3.58,0.53,0.021,2.842,0.08,2.68,2.984,0.028
72766,2015-02-22,2015-02-28,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.381,0.063,3.16,3.59,0.52,0.019,2.861,0.067,2.6911,3.006,0.023
72919,2015-03-01,2015-03-07,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.38,0.065,3.27,3.58,0.516,0.019,2.864,0.074,2.7012,3.15,0.026
73070,2015-03-08,2015-03-14,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.391,0.073,3.279,3.599,0.539,0.022,2.852,0.092,2.6768,3.0185,0.032
73223,2015-03-15,2015-03-21,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.387,0.079,3.25,3.599,0.506,0.023,2.881,0.094,2.654,3.0185,0.033
73375,2015-03-22,2015-03-28,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.389,0.0819999999999999,3.29,3.599,0.481,0.024,2.908,0.083,2.639,3.0654,0.029
73528,2015-03-29,2015-04-04,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.389,0.083,3.27,3.599,0.484,0.024,2.905,0.076,2.639,3.0409,0.026
73681,2015-04-05,2015-04-11,NORDESTE,CEARA,GASOLINA COMUM,224,R$/l,3.394,0.079,3.25,3.599,0.469,0.023,2.925,0.037,2.7359,3.0613,0.013
73834,2015-04-12,2015-04-18,NORDESTE,CEARA,GASOLINA COMUM,225,R$/l,3.393,0.08,3.25,3.599,0.475,0.024,2.918,0.043,2.7359,3.041,0.015
73986,2015-04-19,2015-04-25,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.3960000000000004,0.077,3.29,3.599,0.481,0.023,2.915,0.049,2.6975,3.0301,0.017
74139,2015-04-26,2015-05-02,NORDESTE,CEARA,GASOLINA COMUM,225,R$/l,3.392,0.081,3.299,3.599,0.484,0.024,2.908,0.051,2.6975,3.0613,0.018
74291,2015-05-03,2015-05-09,NORDESTE,CEARA,GASOLINA COMUM,223,R$/l,3.39,0.079,3.25,3.69,0.473,0.023,2.917,0.038,2.7012,2.9987,0.013
74443,2015-05-10,2015-05-16,NORDESTE,CEARA,GASOLINA COMUM,224,R$/l,3.39,0.081,3.25,3.69,0.477,0.024,2.913,0.046,2.7012,3.0613,0.016
74596,2015-05-17,2015-05-23,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.394,0.073,3.29,3.599,0.475,0.022,2.919,0.044,2.713,3.0132,0.015
74749,2015-05-24,2015-05-30,NORDESTE,CEARA,GASOLINA COMUM,226,R$/l,3.389,0.077,3.3,3.599,0.476,0.023,2.913,0.044,2.713,3.0699,0.015
74902,2015-05-31,2015-06-06,NORDESTE,CEARA,GASOLINA COMUM,224,R$/l,3.39,0.074,3.3,3.599,0.475,0.022,2.915,0.036,2.79,3.0099,0.012
75055,2015-06-07,2015-06-13,NORDESTE,CEARA,GASOLINA COMUM,225,R$/l,3.388,0.073,3.25,3.599,0.476,0.022,2.912,0.042,2.79,3.0698,0.014
75207,2015-06-14,2015-06-20,NORDESTE,CEARA,GASOLINA COMUM,226,R$/l,3.394,0.076,3.3,3.599,0.482,0.022,2.912,0.035,2.836,3.0504,0.012
75359,2015-06-21,2015-06-27,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,3.392,0.077,3.33,3.599,0.474,0.023,2.918,0.036,2.83,3.083,0.012
75512,2015-06-28,2015-07-04,NORDESTE,CEARA,GASOLINA COMUM,225,R$/l,3.392,0.077,3.309,3.599,0.47,0.023,2.922,0.03,2.8504,2.9967,0.01
75664,2015-07-05,2015-07-11,NORDESTE,CEARA,GASOLINA COMUM,225,R$/l,3.393,0.081,3.25,3.7,0.472,0.024,2.921,0.039,2.83,3.0841,0.013
75816,2015-07-12,2015-07-18,NORDESTE,CEARA,GASOLINA COMUM,226,R$/l,3.395,0.076,3.3,3.599,0.473,0.022,2.922,0.035,2.83,3.0652,0.012
